id,title,link,score,review
624,아네트,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=206657&target=after,7,와우 아네트 연기가 장난아님
625,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,고전 SF 명작이 압도적인 영상미와 음악을 동반하니 그 자체로 거대한 예술이 되었다
626,라스트 듀얼: 최후의 결투,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191545&target=after,10,아주 지루할 수있는 영화 그러나 적절하게 자극적인 내용과 도파민 자극을 잘활용한영화 왕좌의게임 처럼 오래 볼수있는 비슷한느낌
627,강력3반,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=41399&target=after,8,최근에 봤는데여기 나온 배우 중에 남자 주인공과 남상미만 연기가 아쉽고 나머지 모든 배우들은 예나 지금이나 연기들을 다 잘함조금 어설픈 부분도 있는데경찰들의 애환을 그래도 잘 보여준다고 해야할까공공의적-와일드카드-강력3반-부당거래-베테랑-극한직업 그외에도 경찰관련 영화가 있다지만2000년대 영화가 더 와닿네요
628,라스트 듀얼: 최후의 결투,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191545&target=after,10,연출 연기 모두 최고였음
629,울학교 이티,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=69917&target=after,10,요즘 다시봐도 볼만한 영화. 코믹하지만 생각할 거리도 많이 보여주고 있음..부록으로 출연진들 엄청 빵빵함.  감독 신인 캐스팅 능력 완전 대박
630,클로젯,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=181925&target=after,5,주제의식은 좋은데 풀어가는 과정이 다소 밋밋하고 아쉽다
631,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,ㅎㅏㅇㅏ~ 그곳이 현실이고 이곳이 꿈같은...
632,삼진그룹 영어토익반,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=189141&target=after,7,재미있게 봤다. 영화는 즐겁게 재미있게 볼 수 있어야 라는 말이 있다. 주인공 3명 모두 연기를 잘 했고 막판 통쾌한 전개도 개운했다. 여러모로 90년대 시절의 추억을 상기시키게 되는 필름이었다. 개봉한 지 1년만에 케이블 채널에서 방영해주니 굳이 극장에 가서 목돈 쓰며 볼 필요성을 잘 못 느끼겠다. 이젠 집 홈 씨어터가 대세가 된 흐름이다. 코로나 시대를 살기 때문에 사람 많이 모인 곳은 피하게 된다. 그러니 집에서 이러한 영화들을 감미하게 된다.
633,크루엘라,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187322&target=after,6,엠마스톤 예쁜거 말고 볼게 없어요
634,라야와 마지막 드래곤,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184518&target=after,4,진짜 너무 스토리 늘어지고 재미없어요
635,Io,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=134880&target=after,8,많은생각ㄹ 하게 하는 좋은영화였습니다 볼거리가 부족한건 아쉽습니다
636,보는 것을 사랑한다,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=210266&target=after,9,
637,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,세계관 보고 보길 추천해요영화보면서 가슴이 쿵닥쿵닥 빨리 속편보고싶소
638,2424,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=34312&target=after,6,스토리전개도 그렇고 코믹도 아쉽고
639,리플리,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=28792&target=after,10,재밋게 봣습니다 ㅎㅎㅎㅎ
640,당신얼굴 앞에서,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=206608&target=after,10,이혜영님이 나오는 모든 장면 장면이 아름답고 소중하다. 홍상수 감독에게 감사!!!
641,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,9,보노보노나 정글은 언제나 맑음 하레와구우와도 안바꾼다.릴로앤스티치 만큼 사랑스러움이 가득함
642,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,지루한듯 하나 시간이 금방 흘러간듯 흥미로운 영화
643,노회찬6411,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=195986&target=after,1,노회찬은 뇌물받고 자살한 사람미화하지마세요
644,용과 주근깨 공주,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=207284&target=after,8,제2의 브금크라운;;
645,귀문,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=206168&target=after,6,귀신이 나와서 약간 무섭긴하다 뭐랄까 흉가체험 한느낌?ㅋㅋㅋ 그게다임
646,사탄의 인형,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=183820&target=after,10,처키가너무불쌍해요ㅜ
647,블러디 선데이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=34331&target=after,9,대영제국의 제국주의를 비난할줄은 알면서 노스코리아 놈들과 같은 민족으로 사는 한심한 놈들아
648,그것만이 내 세상,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=158180&target=after,10,정말 오랜에 좋은 영화 본거 같습니다 ㅎ
649,캐시트럭,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204214&target=after,7,
650,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,듄 판타스틱 그자체!!! 과몰입하면서 봤습니다 티모시 살라메 중성적인 매력은 듄에서 더 빛나네요
651,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,7,시간가는줄 모르고 봤어요. 두시간 반이 빠르게 지나갔어요
652,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,2,이게 뭔내용인디 사막에서 여자랑 남자 발가벗고 ㅅㅅ함
653,인질,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185614&target=after,7,여주인공 역으로 나온 여자 설마 했는데.. 오징어게임 지영이라니.. 대박이다. ㅋㅋ 찾아보니 진짜. 오늘 너무 몸이 안좋아서 병원갔는데 목디스크 물리치료로 다시 안정 되찾았다. 근데  물리치료사가 알려준 목 푸는 동작 까먹었다. 어쩌지 -_-
654,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,"연출, cg, 음향 모든 것에서 돈냄새가 남ㅜㅜ 너무 대박임"
655,귀문,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=206168&target=after,1,안보는걸 추천. 산만하기만 하고 개연성도 없고
656,판의 미로 - 오필리아와 세 개의 열쇠,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=49336&target=after,10,고등학생 때 보고 30대 중반 되어서 다시보니 느낌이 너무 다르네요...기쁘면서 슬프고...
657,귀문,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=206168&target=after,1,OOOO 5류영화. 절대비추
658,걸캅스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=174065&target=after,10,조증 연기 잘하는 듯ㅋㅋㅋㅋ
659,베놈 2: 렛 데어 비 카니지,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187323&target=after,6,다른것보다 쿠키가 재밌음
660,극장판 귀멸의 칼날: 무한열차편,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=196051&target=after,10,렌고쿠 센쥬로 살려내 ㅠㅠㅠ
661,이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,10,또 한편의 어벤져스를 보는것같아서 좋았습니다. 영상미도 이쁘고 간만에 재미진 마블 영화 봐서 좋았네요 평점 낮게 주는 애들 지들이 영화만들면 7광구보다도 못만들듯 ㅋ
662,이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,2,유치하다....너무....
663,이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,10,다음 마블을 위해서라도 꼭 봐야할 영화새로운 비전만으로도 멋진 작품이었다
664,이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,6,40분 보고 2시간 잠듬 레알
665,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,"감상 포인트 비율에서 알 수 있듯이 모든 부분이 완벽. 생각 없이 보는 영화를 즐긴다면 별로겠지만, 그렇지 않다면 새로운 세계관의 시작은 무조건 영화관에서 만나길 바람."
666,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,기본 스토리를 알고 보는 것과 모르고 보는 것의 천지차이뭔가 템포가 느린거 같은데 빠름대서사시의 초입 부분에다 세계관 특유의 단어들로 인해 첫 시청에는 친절하지 않았음그런데 영상미나 사운드 ost는 매력적이다
667,이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,6,충격과 반전의 연속이네..  스파이더맨만 기다리자
668,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,1,160분도 160분이지만 … 원작도 모르고 킬링타임으로 보는 분들에겐 비추천이요 너무 지루했음 결말도 없고 2편을 보라고 이어지는 느낌
669,이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,7,"다 있다. 스타크래프트, 엑스맨, 2012, 또 약간의 디시 캐릭터까지."
670,이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,10,
671,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,
672,애프터: 관계의 함정,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209598&target=after,10,조세핀 진짜 너무 예쁘다 둘 비주얼 인정 ~.~4 얼른 나와라 !!!
673,007 노 타임 투 다이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=99702&target=after,8,"앞부분은 헐리우드 영화(굿!) 중간부터 프랑스 액션영화로 바뀜 (엥??) 거의 끝부분은 일본영화(이런 젠장)  마지막 장면은 한국영화.. (ㅜㅜ) 전체적으로 괜찮았지만, 아쉬움이 좀 있었다."
674,007 노 타임 투 다이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=99702&target=after,8,"앞부분은 헐리우드 영화(굿!) 중간부터 프랑스 액션영화로 바뀜 (엥??) 거의 끝부분은 일본영화(이런 젠장)  마지막 장면은 한국영화.. (ㅜㅜ) 전체적으로 괜찮았지만, 아쉬움이 좀 있었다."
675,내 남자친구의 결혼식,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=18670&target=after,10,정말 재미있게 봤습니다. 사랑스럽고 유쾌한 영화입니다. 줄거리는 다르지만 영화 브리짓 존스의 일기 감성이 느껴졌어요. 이런 로맨틱코미디 장르를 좋아하시는 분들은 꼭 보셔야할 영화! 루퍼트 에버릿의 비주얼을 보는 것만으로도 재미있습니다.
676,노회찬6411,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=195986&target=after,2,왜인줄 알지????ㆍ
677,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,8,와..몰입도 최상영상미 음악..재미있어질라는 찰라에 끝남...다음편 언제해요???
678,랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=after,4,곡성 내용 재탕에 좀비가 더해졌네
679,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,지루하다는 말 많이 들어서 기대 하나도 안 하고 갔는데 너무 재밌어서 감탄하면서 봄...
680,기적,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=199860&target=after,4,
681,아네트,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=206657&target=after,2,도망가세요. 제발요ㅠㅠㅠㅠ
682,당신은 믿지 않겠지만,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=195444&target=after,7,맛있는 맥주 그리고 사랑
683,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,9,간만에 재미난 애니메이션~
684,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,아…이렇게 아름다운 에셒프영화라니…  정말 우아한 사막의 곡선같은 영화다.. 특히 한스짐머의 음악은 정말.. 컨텍트때도 너무 좋았는데…. 내일 또 보러가야지.. 사랑해요 드니빌뇌브
685,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,잼나요.. 어른도 눈물 나는 영화..ㅠ
686,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,1,무슨 내용인지 뭘 전달하려는건지당최 전혀알수 없는 영화너무 지겨워서 앉아있지를못하고 극장스크린 앞에서 누워서 천장보고소리만듣는중 진짜 씹같은 영화
687,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,1,한시간지났는데 도데체 언제 재밋어져?
688,프리 가이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=190324&target=after,10,괜히 평점 높은게 아니군요. 무슨 스토리인줄 모르고 봤는데 상상력이 너무 귀엽고 재밌다.
689,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,9,
690,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,올바르게 고장난 로봇.
691,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,9,"스마트폰에, sns로 이어진 친목에 집착하듯 하는 지금의 모습을 보여준다.학생으로서 공감되는 장면들도 많았고 무엇보다 광기섞인 귀여운 론!"
692,분노의 질주: 더 얼티메이트,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=189150&target=after,7,과연 이 영화가 어디까지 가는지 궁금해서 보게된다
693,낙원의 밤,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=189050&target=after,10,스토리 연기 중간중간 재미도있고 대존잼 이었습니다 시간가는줄모르고 봤어ㅛ
694,캐시트럭,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204214&target=after,7,믿고보는 가이리치
695,랑종,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204496&target=after,4,아직도 이런 영화가 만들어진다니 놀랍다 배우들 연기는 좋음
696,용과 주근깨 공주,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=207284&target=after,8,"서로가 서로를 잇는, 무수한 연결 끝에 얻어지는 이해와 구원"
697,프리 가이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=190324&target=after,7,이거다 이거다 내가 기다려온 영화
698,베놈 2: 렛 데어 비 카니지,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187323&target=after,7,둘이 부부클리닉 언제 가
699,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,2,나만 졸린 건가?너무 빠른 전개의 드라마 영화에 익숙해진 나인가?졸다가 보다가 졸다가 보다가 시계까지 보게 되다니ㅜ ㅜ지극히 개인적인 후기였어요.
700,007 노 타임 투 다이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=99702&target=after,5,이래저래 아쉬움이 많은 영화
701,미나리,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187310&target=after,8,미나리 같은 삶 그리고 성장 까지도 아우르는 영화
702,나쁜 피,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=10599&target=after,9,사랑을 대변하는 설정과 이미지들. 그의 사랑이 진심임을 느끼며 그녀도 힘껏 달린다.
703,기적,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=199860&target=after,8,"윤아의 역할은 크지않았고, 메인케미는 누나와 남동생이다. 감동을 자아내는 상황이 많으며, 스토리가 탄탄하다. 반전도 있고. 전체적으로 탄탄하다.  뜬갑작스런 OST와 뜬금없는 로맨스는 옥에티다."
704,엑시트,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=174903&target=after,8,이렇게나 깔끔하고 훌륭한 재난영화라니!
705,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,론과 바니의 우정 영화에요. 아 너무 감동적이였어요 태교할겸 봤는데 넘 따뜻한 영화여서 울뻔했어요 ㅠㅠ!!! 성인에게도 강추입니다
706,타짜: 원 아이드 잭,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=96951&target=after,8,방구석전문가들은 어떤작품나와도 오리지날운운하며 불평불만. 난 기대별로안했는데 재밌게 봄
707,더 하더 데이 폴,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209497&target=after,10,황야의 무법자 냇 러브는 숙적 루퍼스 벅이 출소한다는 소식에 흩어졌던 팀을 불러 모아 미뤄뒀던 복수를 시작한다.
708,라스트 듀얼: 최후의 결투,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191545&target=after,10,프랑스 1300년대를 여행하고 온것처럼 연출력이 돋보임. 배우들 연기 더할 나위없고 감독이 3인의 관점에서 스토리를 풀어가는 아이디어가 영화의 몰입도에 한 몫함. 꽤 긴영화인데 전혀 지루하지 않았음. 수작의 영화임
709,기적,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=199860&target=after,9,윤아 너무 귀엽고 이쁩니다..
710,콰이어트 플레이스 2,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=189368&target=after,9,1편만큼의 긴장감을 유지하면서 스릴있었음.
711,작은 전쟁,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=17552&target=after,8,프로도 눈이 땡그라니 참 이뻤구나
712,가을의 전설,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=17173&target=after,10,베리굿 감동만점 다시보고 싶은 영화
713,담보,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=183866&target=after,9,너무 감동적이고 눈물콧물..딱 마지막 갈때쯔음 억지 스토리만 빼면 짱!
714,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,이 시리즈 영원히 안 끝났으면 좋겠다..SF영화 중 최고...
715,레지스탕스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=192806&target=after,10,"코로나 시기에 개봉이 안타깝다.나치나 일본 학살군이나 미치광이들의 지구 흔들기였다. 이제 더 이상 의미없는 희생은 없어야 한다. 각성하라,인간!"
716,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,8,배경음악때문에몰입감이대박인영화
717,클래식,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=35939&target=after,10,처음부터 끝까지 감정선이 너무 좋았다.다시 개봉을 해도 손색이 없는 작품.조승우 손예진의 인생작이다.
718,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,"진짜 이게 끝이라고??? 진짜 궁금했던거에 30퍼밖에 해소가 안됨 본편의 예고편 본 느낌임 하지만 엄청 웅장하고 그야말로 볼게 풍성함 2편, 혹은 그 담에 3편도 나오면 무조건 볼거고ㅠㅠ빨리 나왔음 좋겠다ㅠ"
719,기적,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=199860&target=after,10,스토리에 감동이 밀려오네요.주인공들 연기도 만점입니다.구수한 사투리 아주 인상적이에요.
720,"나는 내일, 어제의 너와 만난다",https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=157178&target=after,8,비현실적인 환타지 로맨스지만... 어쩌면 나도 다시 돌아갈 수만 있다면 진짜 사랑할 수 있을텐데... 반성하게 만드는 현실충고 로맨스... 이렇게 많이 운 로맨스 영화는 첨이다...
721,케이트 맥콜,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=100916&target=after,7,봐줄만은 한데 감독이 여자다 보니까 디테일을 살린답시고 지엽적인 묘사에 매달리다 영화가 이도저도 아닌게 나왔다.그렇다고 눈뜨고 못 볼 정돈 아님
722,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,지루할 법한 부분도 영상이랑 음악으로 커버
723,셔터 아일랜드,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=69689&target=after,10,"처음부터 짜임새 있는 구성에 놀랍니다.정말 인상 깊게 보았고, 혹시 볼까 말까 고민 중이라면 보기를 추천드립니다!"
724,아수라,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=44913&target=after,2,재명이 때문에 아수라보는데 정우성 연기룰 너무 못해서 몰입이 안됨
725,인 더 하이츠,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191631&target=after,1,기억에 남는 노래가 오프닝노래 빼곤 없 다
726,레미니센스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=193966&target=after,7,신화의 21세기적 해석 좋다 근데 꿈기계라는 소재를 제대로 잘 활용해내지 못한 거같다
727,너의 이름은.,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=150198&target=after,10,일본 애니 딱히 안보는 사람들도 다 좋아할만한 영화 결말소름돋늗다~~
728,날씨의 아이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=181114&target=after,4,그 감성이 뭔지 이해하기가 어렵다..
729,007 노 타임 투 다이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=99702&target=after,7,영화를 새로 만드는 감독은 늘 고민한다. 어떻게 하면 지금 까지는 없었던 새로운 것을 관객들에게 보일 수 있을까? 라고. 결국 감독은 그렇게 관객들이 007 영화에서는 한번도 경험해 보지 못한것들을 보여주는데는 성공했다. 다만 그러다가  007시리즈의 근간을 흔들어 버렸다는 최악의 우 를 범했지만 말이다.
730,인질,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185614&target=after,8,짧아서 좋다 ^^
731,극장판 귀멸의 칼날: 무한열차편,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=196051&target=after,10,굿
732,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,기대 이상이네요~ 교훈있는 스토리로 집중해서 봤습니다!
733,코다,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=201073&target=after,10,모든 면에서 최고. 추천합니다 꼭 보세요
734,베놈 2: 렛 데어 비 카니지,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187323&target=after,7,전작보다는 조금 아쉬웠어요
735,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,7,완벽한 서막. 음악과 영상에 매료된다.
736,할로윈 킬즈,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=190727&target=after,9,노래 듣는 맛에 봄 꿀귀 식구 웃김
737,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,고장난 론. 너무 재밌게 봤어용 :)
738,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,올해 최고의 영화
739,이도공간,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=35360&target=after,6,공포영화는 아님. 그냥 볼만
740,베놈 2: 렛 데어 비 카니지,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187323&target=after,8,1보다 재밌어요. 베놈 웃기고 귀엽고 다합니다. 톰하디도 최고
741,죽을 때까지,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=200574&target=after,4,진짜 죽을 때까지 너무했네
742,서칭 포 슈가맨,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=91101&target=after,9,JTBC 슈가맨의 모티브가 된 영화!
743,부기,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=203475&target=after,7,이민자의 정체성 고민에 관한 영화
744,자마,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=167721&target=after,7,영화 보다가 자마(자면) 안됩니다.
745,프리 가이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=190324&target=after,6,게임 좋아하면 안 좋아할 수가
746,변산,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=164151&target=after,10,가슴이 뭉클해지는 영화.
747,인질,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185614&target=after,8,살벌하다 살벌해 아주
748,노매드랜드,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=196215&target=after,8,아이맥스로 보고 싶다.
749,크리스마스 연대기: 두 번째 이야기,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=199864&target=after,10,11점을 주고 싶네요!
750,"우리, 둘",https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188466&target=after,8,매우 특별한 관계인 두 이웃 할머니!
751,기적,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=199860&target=after,10,간만에 가슴이 따뜻해지는 영화였습니다. 눈물 펑펑 감동이에요~~~~
752,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,진짜 미친 영화.... 영화때문에 2022년이 빨리 왔으면 할 정도....
753,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,가슴 한켠이 따수워지는 애니메이션
754,미켈란젤로,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209083&target=after,6,굉장히 자세하고 심도깊은 전시회
755,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,어릴 때가 생각나서 눈물이 또르륵...ㅠㅠ
756,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,요즘같은 sns시대에 꼭 봐야 할 영화가 아닐까
757,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,
758,당신얼굴 앞에서,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=206608&target=after,1,"문자 그대로 내로남불 의 행동대장. 이거 보고 빠는 사람들, 당신의 삶에도 똑같은 일이 벌어지고나서도 똑같은 평점 나오나 보자."
759,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,우정의 의미에 대해서 생각 해보게 되는 좋은 영화였습니다:)
760,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,어른아이 다 재밌게 볼 만한 애니메이션입니다 추천하고 또 추천할게요!!
761,비밀의 정원,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=189620&target=after,8,잔잔하게 흘러갑니다.
762,베놈 2: 렛 데어 비 카니지,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187323&target=after,10,중국 영화도 아니고 미국 영화에서 그것도 마블 영화에서 사자후를 보게 될 줄은 몰랐다. ㄷㄷㄷ. 1편이 훨씬 재밌다고 해서 덤덤하게 봤는데 역시 베놈은 베놈이다.
763,파이터,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=198306&target=after,4,주인공 연기만 남았다...
764,싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,5,웃기지도 않고 그냥 피식거린다.
765,빅쇼트,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=136842&target=after,7,연기들도 다 좋고 잘 만든 건 알겠는데 개인적으로 호흡이 너무 빠르달까?
766,피닉스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=129687&target=after,6,슬픈 감동이 아닌 강렬한 감동
767,"마진 콜: 24시간, 조작된 진실",https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=82556&target=after,7,출연진들 연기가 다들 엄청납니다.
768,트라이앵글,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=73087&target=after,8,재밌어요 끝부분은 조금 억지스러운 부분이 있긴 했는데 스토리의 연결이나 흐름은 좋았어요 킬링타임으로 좋음 배우들 연기 잘함
769,밤의 해변에서 혼자,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=156465&target=after,1,"드럽다 가정파탄범 천벌받을 ㄴ,ㄴ들 퉤"
770,위플래쉬,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=119632&target=after,10,언제나 봐도 몰입하게 됨.
771,해적: 바다로 간 산적,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=102817&target=after,1,"쓰레기, CJ가 아님 시장에 나오지도 못했을 영화"
