id,title,link,score,review
2227,기적,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=199860&target=after,8,"경북 북부지방인 봉화군이 배경인데, 남주여주 모두 경남 부산 쪽 사투리를 씀."
2228,걸캅스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=174065&target=after,10,출연진만 봐도 갓작아닌가?보는내내 울컥한 장면도 정말 많았지만 중간중간 시원시원하고 개그스러운 장면도 많아서 유쾌하게 웃기도 했네요ㅋㅋ 이런 주제를 다룬 영화들이 더 많아졌으면 좋겠어요 ~
2229,아메리칸 히스토리 X,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=24194&target=after,8,잘봤다
2230,터미널,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=38835&target=after,10,그의 순수함에 제 모든 점수를 드립니다
2231,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,최고다 최고ㅠ 2편 얼른 나왔으면 좋겠어요..
2232,스팀보이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=39359&target=after,5,에니 작화나 배경 정말 그림은 잘그렸는데 스토리가 아쉽고 가족 대립도 참 이랬다 저랬다 한숨이 절로 나온다. 아동용인가 싶어지면서 지브리같은 스토리 감동이 있으면 좋았을것인데 찾아볼수가 없다.
2233,아수라,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=44913&target=after,10,이건 다큐다 실화다 진짜다
2234,해빙,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=137875&target=after,1,와.... 영화 진짜 ㅂㅅ같이 만들었다. 진짜 조진웅 배우 아니었으면 어쨌을뻔....;;;;
2235,아수라,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=44913&target=after,10,
2236,나이팅게일,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=178095&target=after,10,10번 더 보고싶은 영화
2237,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,무조건 영화관에서 관람하시길.. 후속 나오면 바로 볼예정
2238,누들,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=45264&target=after,7,중국아이를 중국으로 데리고 가기 위한 발칙한 프로젝트.
2239,툼디:부러진 검의 전설,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=165846&target=after,6,이빨들이 왜 이래요? 여주 여조 보다가 깜놀.
2240,몽골,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=44959&target=after,9,몽골을 느낄 수 있었습니다.
2241,베놈 2: 렛 데어 비 카니지,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187323&target=after,10,재밌었어요 베놈2잘나왔어요
2242,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,7,"초반에 많이 지루함. 내용도 익숙한 왕가의 혈통, 선택받은 자. 다음편이 기다려지긴 함."
2243,더 스파이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191914&target=after,9,일반인이 대단하너
2244,캐시트럭,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=204214&target=after,8,복수는 아무나하는게아니다
2245,배틀로얄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=31465&target=after,8,이거는 당시 시대에 맞춘 영화라 현시대에는 납득안가는 영화일수도 있다.좋은 영화는 어느 시대에 봐도 좋은 영화일수도 있겠지만 때론 구질구질한 향수지만 감성을 자극하는 추억이 있기마련
2246,콰이어트 플레이스 2,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=189368&target=after,7,쫀득쫀득 하네
2247,파이트 클럽,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=27260&target=after,9,우린 이 사회를 어떤 모습으로 살고 있는가
2248,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,9,눈물이 차올라서 고개 들었네
2249,변호인,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=101901&target=after,10,
2250,변호인,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=101901&target=after,10,
2251,쇼생크 탈출,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=17421&target=after,10,
2252,기적,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=199860&target=after,10,
2253,오베라는 남자,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=139613&target=after,10,"오베라는 남자가 웃으면 웃고, 울면 울고,,"
2254,라스트 듀얼: 최후의 결투,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191545&target=after,10,"관련 실화에 대해 알고 있었기에 전개 면에서 특별한 건 없었지만 스콧 영감님의 스토리텔링 능력은 반박불가인듯 한 사건을 3명의 시점에서 각각 그려내기 때문에 같은 장면의 연속이 많아서 지루하기도 했지만 속속 전말이 밝혀지는 부분에선 허를 찌르는듯,,  그리고 비중이 크진 않았지만 액션의 퀄리티도 굿"
2255,007 노 타임 투 다이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=99702&target=after,8,액션이 용두사미로 끝난 아쉬움이 있네요.
2256,그래비티,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=47370&target=after,8,보다보면 숨이 막힐것만 같다 내가다 힘든영화
2257,매그놀리아,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=28789&target=after,10,여러 등장인물이 교차되서 이야기가 진행됨에도 전혀 산만하지 않고 몰입도도 쩐다. 오래토록 가슴에 응어리진 상처도 정말 예측하지못한 허무맹랑한 순간으로 반전되기도 한다
2258,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,
2259,해리 포터와 마법사의 돌,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=30688&target=after,10,드디어 해포첫시리즈를 재개봉으로 영화관에서 본 눈이되었다 평가야 뭐 내가안해도 누구나아는영화이니ㅎㅎ좋았다
2260,보이스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=190320&target=after,4,"초중반까지는 몰입감도 좋고 괜찮았음.김무열이 연기력으로 커버하고, 또 보이스 피싱 업체가 실제로 저럴거라는 상상하니 소름.근데, 역시나 한국영화 답게 후반은 모두가 아는 뻔한 결말아니, 사실 포스터만 봐도 내용만들어도 결말은 정해져 있지.왜 변요한은 전화한통을 하지 않으며, 어떻게 버티고 있는것인가...기억에 남는 거라곤 초반 김무열의 그 대사 뿐7천 없어서 죽을 목숨이면, 죽어도돼 이말이 뭔가 관통했다. ㅅㅂ"
2261,베놈 2: 렛 데어 비 카니지,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187323&target=after,6,생각보다 액션이 얼마 없지만 나름 볼만했어요
2262,애프터,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=181694&target=after,4,노래 좋음. 내용 이상함.. 개연성이 없고 다 갑작스러움
2263,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,9,"이 영화가 '재미'있냐는 물음에는 미지수지만, 모든 장면과 사운드가 완벽하다."
2264,리얼,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=137008&target=after,10,나만당할수없다222
2265,기적,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=199860&target=after,4,쥐어 짜내려고 해봐야 아무것도 안 나온다
2266,수색자,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=201718&target=after,2,혹시나? & 역시나. 널뛰는 발가락 연기 시시한 이야기- 수색하지마~~
2267,기적,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=199860&target=after,10,아~이런장르영화의 뻔한스토리이지만 뻔한폭풍감동에 내눈물샘도 여느때처럼 펑펑터지는구나
2268,기적,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=199860&target=after,7,"한국영화는 남자가사랑할때이후 거의 본적없는데 이영화는 끝까지 다보았네요...아쉬운건 분명 경상도 사투리를 쓰는것 같은데 경상도.강원도.충정도 사투리가 썩여서 들리고, 제대로 경상도 사투리를 구사하는 배우가 한명도 없어 집중이...ㅠㅠ 사투리안되면 그냥 표준말로 해도 나쁘지 않을듯요."
2269,바다 탐험대 옥토넛 : 육지수호 대작전,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209648&target=after,10,
2270,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,독톡한 분위기에 매료되서 시간가는줄 모르고 봤음
2271,이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,1,한마디로 퍼스트어벤져 처음 볼때 느낌인데 감독의 역량이 얼마나 중요한지 다시 한번 느꼈습니다.
2272,이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,10,멋진 캐릭터들! 남녀 모두 재밌게 볼 수 있는 영화!
2273,이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,2,이제 마블 영화  안볼랍니다.명절때 꽁짜로 틀어줘도 지루해서  못볼것 같음 최악의 마블 영화
2274,007 노 타임 투 다이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=99702&target=after,8,3시간 짜리로 만들었으면 덜거덕 거림이 없었을텐데- 너무 보여주고 싶은게 많다 보니 문맥이 잘 안 읽혔다. 하지만 또 한 챕터 넘어가는 007의 마무리로  재미있게 보았다.
2275,이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,10,세계관이 확실하게 확장되니 앞으로가 더 기대되는건 사실 ㅎ
2276,이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,10,마블의 새로운 여정의 시작
2277,쎄시봉,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=119966&target=after,10,난 정말 재밌게 보고 가끔 보는데 평점이 정말 안좋네;;
2278,이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,7,초중반부 지루한 부분도 있지만 전체적으로는 좋게 봤다. 이전 마블 영화들과는 확실히 다른 느낌이고 배우들이 참 좋았다
2279,이터널스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184311&target=after,10,역시 마블~ 솔직히 보기 전엔 좀 걱정했는데 괜한 걱정이였네요~!
2280,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,가슴이.. 웅장해진다
2281,가을의 전설,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=17173&target=after,7,2021년 10월 27일 재개봉
2282,인 타임,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=76972&target=after,10,영화 몰입도가 좋다.시간이 돈인 세상
2283,아수라,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=44913&target=after,10,이게 리얼인가. 소름 돋네. 실화냐
2284,오필리아,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=168074&target=after,8,분위기랑 영상미 굿굿..
2285,헬 페스트,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=174627&target=after,2,"18.12.17.이런 하이틴 슬래셔에 살인마까지 매력 없으면 무슨 재미로 볼까.진부하고 뻔하고, 독창적이지도 않은 살인 방법들."
2286,콜렉션,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=82200&target=after,6,"18.12.10.역시 전편만 못하다. 그래도 나름 상징적인 장면들과 함께 주인공이 다시 나온다는 점은 썩 좋았다. 다만, 차별화된 고어씬들을 장점으로 두려던 것 같은데, 그러기엔 특수 효과가 너무 퇴보한듯 싶다.스토리 개연성 제로는 두말 할 것도 없다. 제기랄 거. 진정한 시간 죽이기 영화였구만."
2287,세이 예스,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=31583&target=after,8,"18.11.27.미친놈이 얼마나 무서워질 수 있는지 극명하게, 노골적으로 보여주는.부족한 점은 많았다만 꽤 오래 기억에 남을 영화."
2288,체르노빌 다이어리,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=91399&target=after,1,ㅆ 발암 캐릭만 쳐넣어서 보고 암걸렸음. 걍 죄다 성대를 뽑아버려야 될 캐릭들임.
2289,타짜: 원 아이드 잭,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=96951&target=after,6,"전편과 비교만 안한다면,,"
2290,신세계,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=91031&target=after,9,정청을 황정민 말고 누가 할 수있었을까.자성의마음을 알고갔을거라 믿는다
2291,인 더 하이츠,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191631&target=after,6,오랜만에 본 뮤지컬 영화인데 살짝 호불호 있을듯
2292,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,웃기고 감동 ㅠㅠ 진짜 꿀잼ㅋㅋㅋ
2293,노회찬6411,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=195986&target=after,10,노회찬 그 존재만으로도 최고 ㅠ
2294,조디악,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=52555&target=after,10,다시 보니 명작이었다~~
2295,극장판 귀멸의 칼날: 무한열차편,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=196051&target=after,10,원작을 아는 사람 한정으로는 완벽한 작품이다.
2296,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,감동도 있고 재미도 갖춘 애니메이션:)
2297,블랙 위도우,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=184318&target=after,8,블랙위도우의 마지막 영화로서 조금은 아쉬운 면이 있지만 이렇게라도 조명해주는게 감사하다
2298,노회찬6411,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=195986&target=after,10,어김없는 일베충들의 별점테러. 놀라울건 없다. 하지만 노회찬은 노무현처럼 오히려 흐뭇하게 바라볼 것이다. 정치가를 성역없이 비판할 수 있는 민주국가를 그들은 또 원하고 원했기에... 영면하시길 바랍니다.
2299,기적,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=199860&target=after,10,와 반전...펑펑울었네요
2300,발신제한,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=194205&target=after,7,조우진의 연기력에만 의존하기에는 연출이 아쉬운부분이 있다
2301,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,4,영화 불가사리 안 보시분들 이 영화 보면 됨
2302,남산의 부장들,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=176306&target=after,1,쓰레기 좌빨영화 ㅋㅋ 뇌물 쳐받아 드시고 번지한 봉하의 부엉이바위나 적국한테 2조원 불법 송금하신 우리 위대한 슨상님 관련 영화도 꼭 만들꺼지??
2303,기적,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=199860&target=after,8,생각없이 봤는데 힐링 되고 좋았습니다.
2304,말하지 못한 비밀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=113376&target=after,1,이딴걸 영화라고 만든거냐 정녕?
2305,소스 코드,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=82428&target=after,10,평점 같은거 잘 안남기는데 남기게 만드는 영화.흔치 않는 스토리와 제이크 질렌할의 연기력에 빠져드는 영화로서 보통 사람이라면 재미있게 볼수 있는 영화  같네요.
2306,할로윈 킬즈,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=190727&target=after,1,전형적인 싸구려 공포물 발암 연출 + 대가리 깨진 캐릭터들. 쓸만한 프랜차이즈 어중간하게 질질 끌어서 돈 뽑아내려는게 존나 노골적이라 역겹다. 알바 새끼들 벌써 평점 올려치기 + 추천수 조작 들어갔는데 속지 말고 도망가라...
2307,고질라 VS. 콩,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191637&target=after,2,영화를 제작하지않는게 인류에게 도움이 되는 길이었다
2308,28일 동안,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=29141&target=after,9,간만에 마음에 드는 영화를 봤어요. 잔잔한 감동이 있는 영화입니다. 중독에서 벗어나기 위한 주인공의 몸부림이 끝까지 잘 유지되었기를 바랍니다...
2309,인질,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=185614&target=after,1,"왜 제작됐는지 이해가 되질 않는영화. 연기도 그냥, 내용도 그냥, 연출도 그냥..."
2310,반창꼬,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=91045&target=after,5,사람 구하기 좋은 날씨다
2311,싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,2,형편없는 영화.드라마로도 형편없습니다
2312,싱크홀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=188472&target=after,1,‘7광구 감독’ 이거 하나면 말다함그때부터 지금까지 개억지로만 영화를 전개하는것도 능력이네
2313,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,2,이거 왜 보지? 타잔브금뭔데
2314,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,8,드니 빌뇌브 감독 특유의 차분하고 웅장하게 다가오는 연출이 작품을 잘 살린거같단 생각이 드네요 뭔가 2시간 30분짜리 예고편을 봤단 느낌이 들긴하지만 그럼에도 SF물이나 스페이스 오페라 장르를 좋아하는 사람이라면 인상깊게 볼수있는 꽤 잘만든 작품
2315,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,"OTT가 판을 치는 요즘, 영화관 존재의 이유 PART TWO 너무 기대됩니다!"
2316,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,2,불면증이 있던 나는 영화보면서 간만에 단잠을 잤다. 내용도 뭔소린지참 개노잼
2317,베놈 2: 렛 데어 비 카니지,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187323&target=after,7,"막판에 액션 때려넣은 느낌, 극장에서 봐야 본전찾음 그냥저냥 평범한 킬타용 액션영화ㅜ 마블은 나랑 안맞나봄.."
2318,베놈 2: 렛 데어 비 카니지,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187323&target=after,8,생각보다 재밌게 봤음. 3편 또 나오면 좋겠음
2319,미쓰백,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=155356&target=after,10,
2320,아버지의 길,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=192089&target=after,7,"가재도구를 되찾아온 집에, 가족이 다시 모일 수 있기를 바라며"
2321,"하이, 젝시",https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=189366&target=after,6,번역이 잘 돼서 웃겼습니다 ㅋ
2322,1917,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187321&target=after,8,후반부에 가로질러서 달릴 때는 진짜... 최곱니다!
2323,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,7,굉장히 긴 영화.. 절반은 잤..
2324,가치 캅시다,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209100&target=after,10,차기작이 기대돼요~ 여자가 봐도 스토리 이해가 잘되었고 재밌게봤어요
2325,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,애니메이션속에 담긴 여러가지 교훈이 생각하게 만드네여.. 어른들을 위한 애니메이션인것 같아요ㅎㅎㅎ
2326,레퀴엠,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=31282&target=after,10,연기 연출 음악 편집 서서히 끓다가 폭발하는 분화구. 고통의 몸부림에서 울부짓는 듯한 사운드의 예술.  영혼을 파괴하는 중독된 내면의 선명한 거울이 되어준 영화.
2327,행복을 찾아서,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=64354&target=after,10,감동적인 내용과 인생을 살면서 아무리 힘든 일이 오더라도 그것을 잘 버틴다면 나중에는 좋은 일이 나 자신에게 다시 돌아올 거라는 생각이 들게 한 영화이다 인생영화로 1순위 등극
2328,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,귀욤귀욤한 캐릭터 론 덕분에 아주 재밌게 잘 보고 왔어요~!!
2329,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,이 시대에 필요한 시사를 애니로 기가막히게 제작한 고장난 론! 애들데리고 꼭보세요
2330,사바하,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=167099&target=after,10,감독이 상징풀이를 안다 괜찮은영화
2331,방법: 재차의,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=200785&target=after,4,"드라마를 안 본 상태로 봐서 그런 것 같은데, 식상하고 재미없었습니다."
2332,"사랑, 육체를 느낄 때",https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=129429&target=after,1,그냥 OOO기 섬나라 영화
2333,프리 가이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=190324&target=after,9,색다른 설정과 참신한 전개가 정말 좋았습니다.
2334,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,하... ㅅㅂ 나만 당할수없다
2335,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,이 영화를 영화관에서 볼수있었다는게 영광스러울 지경이다.
2336,아이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=194463&target=after,10,꼭 보세요 안떳다는게 이상하네요 너무 감동적이고 좋았습니다~
2337,침묵,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=153642&target=after,10,마지막 이하늬 나올때는 진짜 마음이 애리드라.. 추천..
2338,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,개봉첫날봤다.  제일 큰 스크린관에서 봤는데 영상미와 음향에 압도되었다.연기는 말할것도없이 주조연 모두 훌륭했던듯. 심지어 모래괴물까지도..ㅋ
2339,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,그냥 21년도에 나온 이대작을 봤으면 영광으로 알고 10년뒤에 보자
2340,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,올해본 영화중 단연 최고! 무조건극장에서 봐야한다이것은 시작에 불과하다는 것이 날 설레게한다2021년 영화계의 축복같은 영화어서 파트2가 나오길!
2341,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,8,"호불호가 갈릴 듯. 일단 보기 시작하면 마지막 편까지 달리고, 전편 안보면 후속편은 못볼 듯."
2342,애프터: 관계의 함정,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209598&target=after,4,20대 초반 연애와 아버지의 늪
2343,피어썸,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209288&target=after,2,연출이 굉장히 촌스러움. 감상평보면 꼭 서프라이즈나 TV재연프로그램 보는 느낌이라는데 맞는말.
2344,야수와 미녀,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=41350&target=after,10,주인공들 너무 귀여워요
2345,실버라이닝 플레이북,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=82283&target=after,8,방구석1열을 통해 다시 제목을 알게 되었다.정신병에 대해 현실적이고 재밌엇다.극복해내는 모습이 멋있었다.연기가 아주 좋았다.
2346,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,짱 재미있었다. 추천!!! IMAX 로 다시 보고 싶음.
2347,할로윈 킬즈,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=190727&target=after,8,전작들의 오마주를 듬뿍 담았다
2348,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,너무 잼있게 봄. 역시 감독이 중요하네
2349,신세계,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=91031&target=after,8,"big ambition,big plan그 끝은 big sleep"
2350,007 노 타임 투 다이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=99702&target=after,10,좋았습니다 여러모로~~
2351,장산범,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=137696&target=after,2,결말 최악입니다.희연이 개빡칩니다.
2352,리틀 포레스트,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=154449&target=after,8,잔잔하게 힐링됨역시 자연이 좋아
2353,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,가슴이 따뜻해지는 애니메이션ㅎㅎㅎ 요즘 같은 날씨에 보기 딱 좋아ㅎㅎ
2354,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,꿀잼! 잔잔한 감동에 눈물도 흘렸어요ㅠㅠ
2355,고장난 론,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=209496&target=after,10,귀여운 비봇 론><
2356,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,어떤 영환지 잘 모르고 봤는데.. 이거 뭐죠? 올해 본 영화 중에 최고였습니다. 영상미 스토리 특히 ost 다 모든게 너무 소름입니다. 꼭 보셔야됩니다!
2357,자산어보,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=189075&target=after,10,평민과 양반의 아이러니
2358,007 노 타임 투 다이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=99702&target=after,8,다니엘 크레이그의 007을 잘 마무리 한 것 같아요
2359,베놈 2: 렛 데어 비 카니지,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187323&target=after,8,"치고박고 싸우는건 재밌는데 스토리가 ,,,,"
2360,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,10,돈과 시간이 아깝지 않은 대작
2361,신세계,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=91031&target=after,10,이렇게 재미있는 영화를 왜 이제야 봤는지 모르겠어요미리 알았으면 그전에 봤을텐데 생각나면 계속볼것 같아요배우들 연기도 잘하고 너무 재미있었어요
2362,더 수어사이드 스쿼드,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=167569&target=after,10,매우재미있습니다보세요
2363,프리 가이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=190324&target=after,10,너무재미있게봤습니다
2364,엘리게이터,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=10119&target=after,7,
2365,낙원의 밤,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=189050&target=after,5,무거워 보이는데 무겁진 않음
2366,빛과 철,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=194084&target=after,9,"일의 원인은 사회의 부조리에 있었고 부도덕하고 양심 없는 사람들로부터 기인하였는데그 피해자들끼리 네가 가해자네, 아니네 하며 다투게 한다."
2367,언더그라운드,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=189569&target=after,7,"부산지하철 자주 이용했던 사람으로서 알게된 것들, 느끼는 바가 많습니다. 씁쓸하고 뭉클합니다. 작지만 수많은 위대한 움직임들이 '지하철'을 만든다는 것을 항상 기억하겠습니다."
2368,아메리칸 셰프,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=109920&target=after,10,간만에 생각없이 기분 좋게 잘 본 영화. 웃기고 감동도 있고 그냥 행복해지는 영화였음.
2369,아네트,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=206657&target=after,8,Ann + Marionette = ANNETTE
2370,베놈 2: 렛 데어 비 카니지,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=187323&target=after,4,"뭐하자는 건지 모르겠음. 초반도 재미없고, 중반은 흥미진진해지다가 후반엔 너무 싱겁게 끝남.. 자꾸 영화 중간중간이 끊기는 느낌을 많이받음"
2371,듄,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=191559&target=after,8,아이맥스로 봐야한다는 말이 뭔지 알겠음
2372,007 노 타임 투 다이,https://movie.naver.com/movie/point/af/list.naver?st=mcode&sword=99702&target=after,7,영화관에서 보기 좋은 볼거리들이 많지만 스토리나 악역의 캐릭터는 너무 뻔하고 억지스럽게 느껴졌음
